review_text,review_stars,title
"This book is one of the best course books I have come across in my academics. It has become my go-to book for learning concepts and preparing for interviews. This book is an excellent source for those with a fundamental knowledge of Machine Learning (ML), Google Cloud Platform (GCP), and Python. This book covers a comprehensive outlook of four major parts: Starting with GCP and Python, Introducing ML, Mastering ML in GCP, and Accomplishing GCP ML Certification.At the book's onset, Dr. Long introduced the building blocks of both GCP and Python concepts. For a novice reader, as I am in Machine Learning, It really helped me brush up the concepts such as GCE, IAM, GCP storage and database, GCP Network(VPC), and the introduction of GCP big data and analytics and artificial intelligence. These are the concepts that I had the great pleasure of learning from the legend himself, Dr. Long. After building the great foundation, part 2 of the book talks about data sampling, missing values handling, and outlier processing, i.e., data engineering and feature engineering, in a detailed manner which intrigued my interest in developing and deploying ML models. This part has explained in-depth concepts and how understanding neural networks and deep learning helped train models more efficiently. As we move forwards, Dr. Song deep dives into machine learning and talks about mastering ML in GCP and Google cloud vertex AI. Some of the vertex AI products and services are mentioned in this part, such as Vertex AI data labeling and datasets, Vertex AI Feature Store, Vertex AI Workbench and notebooks, Vertex AI training, Vertex AI Metadata, etc. This concept helps me understand how Google Vertex AI provided users a complete platform to build, train, and deploy ML applications in Google Cloud from end to end. Part 4 of the book made you test your learned concepts in previous parts through practice questions for people who want to get a certificate in Google Cloud Certified Machine Learning. Last but not least, part 5 of the book includes appendices, including practice exercises that give you hands-on experience on the topics covered within the book.Some of the Pros that really distinguish this book from any other available book:• This book starts from basic to advanced concepts, which will help novice readers to help make great foundational concepts.• All the concepts mentioned are also complemented by the labs that help the reader to get hands-on experience.• This book helps me prepare for certifications such as Google Cloud Certified Associate Cloud Engineer and GCP ML Certification.• I started getting my interview calls for beginner roles as soon as I mentioned a few of the projects I worked on while reading this book in my resume.Some of the improvements I think need to be implemented in future publications are:• I would recommend introducing some MCQs at the end of every part or chapter to test the reader's knowledge; if required reader can revisit the topic to get a strong foothold in those concepts.• More applications, visualizations (plots), and explanations of python data libraries and packages (NumPy, pandas, matplotlib, seaborn) would give the reader a better idea of those packages/libraries and what they do.• A few grammatical mistakes need to be rectified, such as ""problem framing"" should be problem-framing on page 26, and ""offer"" should be offered on page 109.• This book should introduce comparisons among other clouds, GCP, AWS, and Azure. Which cloud provider is more suitable in the case of machine learning?• The book does not provide much detail on specific machine-learning algorithms or models. So, readers looking for a more comprehensive guide to machine learning may want to look elsewhere.",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"The book ""Journey to Become a Google Cloud Machine Learning Engineer"" by Dr. Logan Song(It is the best-recommended book for aspirants to Become a Google Cloud Machine Learning Engineer) is for someone who wants to prepare themselves to become a Google-certified certified cloud ML engineer while learning and truly understanding the idea of machine language in the cloud. The book helps you go into the concepts and subjects it provides, which enabled me to navigate through the book instead of backing away once I started it with little understanding of Google Cloud, which I felt would not be acceptable. The book's structure of ideas makes it simpler for you to grasp the material while establishing the foundation for forthcoming ideas. The author emphasizes that the best method for understanding machine learning is to study while also learning by carrying out labs. The book opens with GCP and Python and introduces the fundamental ideas of GCP services and the required python data science libraries for mastering Google cloud services. But nevertheless, a layperson can follow along and understand everything owing to the author's excellent explanations. Clear examples and simple instructions have been given to demonstrate the technical aspects of programming, The next phase was a step-by-step introduction to machine learning, which began with defining ML challenges and progressed through data collection, testing, and deployment of the model and various Neural network types. I learned about numerous new tools from the book, including TensorFlow, BQML, Google Cloud Big Query, and Kera’s. Instead of going straight to developing and deploying, the approach to machine learning started with preparing for ML development. This made me realize how crucial it is to prepare, define, comprehend, and discover a solution. I was given ML problem categories, which made it easier for me to comprehend any issues. A component of understanding, classifying, and handling data was also included. You can build a model without writing any code by using Vertex AI's AutoML with the training data that is given. The book provides guidance on creating various models and gives examples of the kinds of data that can be used for each model. One of the solutions Vertex AI offers for a range of data formats and modeling goals is autoML. Furthermore, I should mention how the book gives excellent practices for using Google Cloud ML. Important ML components, such as data preparation and where to obtain it, are systematically discussed by the author. editing your model. Having your data get through the ML training: constructing the modelAnd evaluating the performance of the models. the process of utilizing your completed model.Employing an Online Forecasting Tool to Submit Prediction Requests to Your Model. In batch processing, prediction. examining the projected projections constantly. Model and Version Management is also included.For those who want to learn and grasp programming, this book is essential. The book's straightforward writing style makes it simple for programmers and students to understand its topics",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"I’ve started to take a liking to the cloud computing subject for a long time. However, I’ve researched many books online, but almost all of them were either too difficult to understand or too generic, but I can say with complete confidence that this book is unlike any other book I have come across so far. This book entails all the concepts starting from the minute details to the most complex subjects, in a clear and concise manner.I’ve struggled so hard to find a book like this previously. To put it in more clear terms, the value of the book can be simply understood by just looking at the index. The structure and the flow of the book, the way it has been designed, is clearly unbeatable. The book walks you through the fundamentals of the google cloud environment, Python, and ML models to Explore and discover the Google Cloud Vertex AI and ML API.  The book also allows you to practice the concepts explained with real-life business use cases provided in the appendix region. This part has helped me a lot in understanding and grasping the concepts quickly. Along with a brief description, I’d also like to share a few pros and cons of the book to give a better understanding of book.Pros:• The book has nicely categorized the concepts in fundamentals of the google cloud and python for beginners to easily understand without doing any background research or losing the understanding to other websites to understand the details of it• Provided best practicing GCP services that enable one to explore the problems and trigger their solution-finding methods• clearly explains the concepts with clean diagrams depicting the functions and operations, and networks with a clean visual representationCons:Although there really aren’t many cons to this book, there are a few things that could’ve made this book more valuable.• Even though the book has the best practicing examples provided in the appendix region of the book, it has no immediate examples, or use-cases provided right down to the concept to grasp the knowledge quickly. I personally found going to the back of the book every time I wanted to practice a little tedious• I had to google a few terms in the book which went unexplained. Explaining them would’ve been a little helpful. Although the book explains the concepts to the minute detail, there are still a few terms that were missed as they might’ve been too fundamental",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"“Journey to Become a Google Cloud Machine Learning Engineer” by Dr. Logan Song is a book highly recommended for anyone who would want to not just learn but truly understand the concept of Machine Language in cloud while preparing themselves to become a Google certified cloud ML engineer. I started reading the book with basic knowledge of Google Cloud which I thought would not be adequate, but the book helps you ease into the concepts and topics it provides which helped me get through the book instead of backing away. The flow of concepts in the book helps you understand the information while building a base for the succeeding concept. The author emphasizes that the best practice to learn ML is to study while simultaneously learning by performing the labs which helps understand how it works and how it reacts to the inputs submitted.The book starts off with an overview of the major sections of the GCP infrastructure which includes some topics like GCP structure, IAM, Storage, AI and many more which helps strengthen your base knowledge of GCP. The author includes some basics of Python which I felt was the best approach for a new reader like me to polish my python skills to work on GCP. Next was a step-by-step introduction to Machine Learning where it started off with defining ML problems while collecting data, testing, and deploying the model and the different types of Neural networks. The book introduced me to tools like Google Cloud BigQuery, BQML, TensorFlow, Keras and many more. I felt that the addition of the “Best Practices” information really helped me implement ML in GCP the right way. The detailed information provided in Part 5: Appendices helps ease through each practice session provided. This helped me not only run through the practice instructions but truly understand each command while also understanding how the tool reacts to the instruction. The few drawbacks I felt were present were that it is essential to have a good basic knowledge of GCP, it would take a while to ease into the lab practices and maybe more exam practice questions for more topics while also more questions for lab sessions where you can try different instructions to see how the system would react or what output would be provided.I would highly recommend this book for readers who plan to excel in Google Cloud Machine Learning while preparing themselves for the Google certification exam to become a Google certified Cloud Machine Language Engineer.",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"I'm now converted to a Google Cloud Enthusiast! This book is an important addition to the Google Cloud journey for a beginner. Author succeeds greatly at exploring all the necessary topics for Google Cloud Engineers. For non-IT readers, the book offers a quick yet detailed overview of python concepts with syntax. Half-way through the book, I felt very assured, as it gives detailed and a clear information orderly without leading to any confusion about Python, GCP and ML. From python basics to vertex AI pipelines this book covers it all.Appendix section is well rounded with guided steps to important hands-on practices, it's my go-to for any conceptual revisions in lab topics like creating peering between VPCs, google vertex AI and practicing Google Cloud ML API. Overall, it's a must have for any beginner or a professional trying to one-up their Google Cloud knowledge.Pros:1. detailed yet concise way of covering the concepts is well-done2. For non-IT readers beginning their careers in Python, this book offers a decent walk-through and covers all of the necessary concepts.3. The appendix exercises are extremely necessary and important for anyone looking to build a strong foundation in Google Cloud.4. The book is a go-to for a quick revision while working on Google cloud or preparing for a certification.5. Gives a complete overview of everything necessary a beginner in Google Cloud must know.Improvements/ Cons for future publications of this volume:1. I highly recommend adding quick questions/lab exercises between chapters or between topics within a chapter, which may add as a precursor to the questions in Part 4: Accomplishing GCP ML Certification, to help practice different topics immediately after reading them.2. Though all the chapters are concise to the point and well rounded, I believe Part3: Mastering ML in GCP Chapters 8 and 9 could've used more graphical examples or pictures to give a clearer experience to the reader.3. A few interview questions or self-assessment questions on certain functional hands-on concepts could help aspiring students more.4. Personally, I would love to learn a little more than what the author teaches about Kubernetes and important analytics services such as Google Cloud Dataproc and  BigQuery, I wish there were more chapters surrounding these topics.Reader will draw best results from this book if they follow the appendix exercises and the links provided at the end of every chapter thoroughly.",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"Highly recommendable book to whomever looking to start a journey in Google cloud Machine Learning, book well-articulated like the title “Journey to become a Google Cloud Machine Learning Engineer”. This Book gives knowledge about cloud computing fundamentals, python, Advance ML technologies. It helps a lot in achieving the Machine Learning Certificate and getting recognized.Part 1 - Introduces GCP and Python, supports you to learn from scratch covering topics like understanding and working with Google cloud services, storage, big data and analytics services. Interesting part includes AI concepts including Google Vertex AI and Cloud ML APIs are in pages 99. Mastering in Python Programming helps to deep dive into Part 2 stages of learning like understanding the data, preparing, developing and deployment of Machine Learning Models.Part 2 - Understanding Neural Networks and Deep Learning could become eventually easy by choosing this book since the author made the concepts clear and enthusiastic. Modelling, Training, Tuning, Tweaking, optimizing and evaluating the results using various Linear Regression models, SVM, Decision Tree, LSTM, GAN’s requires lot of patience. To gain a deep understanding of these areas Labs are included. Playing with Data, EDA to obtain results and feature engineering is covered. Pros: Explanation of concepts, hands on labs, communication and the flow of information throughout the book.Part 3 contains GCP BigQuery, BQML, Tensor flow, Keras concepts to Mastering ML in GCP. Categorizing business problems to achieving solutions path is explained. This is a glimpse of this section. Achieving GCP ML Certification with exam practice questions and best practices is a bonus of Part 4. Book gives space to learn and explore more in the world of Machine Learning. To summarize Best Book and highly recommendable to become a GCP Machine Learning Engineer.Kudos and forward to further books by Dr. Logan Song as it would shape an awesome career.Thanks for providing an excellent book for the learners.",4.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"I've enjoyed reading Dr.Logan Song's book titled - ""Journey to become a Google CloudMachine Learning Engineer"". The book emphasis thoroughly on all aspects and helps gain a foundational understanding specifically on google cloud services and python(Part 1), fundamentals of machine learning and neural network(Part 2) and finally incorporating Machine Learning on google cloud(Part 3).I would like to thank Dr.Logan Song for this detailed guide about how to accomplish GCP ML certification(P.S : Provides exam practice questions as well)Personally, I did previously have a foundational understanding of machine learning but post reading helped refresh a lot of concepts right from the basics such as understanding business need, basic numpy and pandas function, principles of data engineering, feature engineering, various machine learning algorithms and furthermore a deep dive into core neural network principles.I was personally excited to implement and setup google cloud on my local machine due to the detailed figurative guide in the appendix. Kudos to that!A wonderful inclusion is the API section(Chapter 8), which really helps in today's day and age to automate the data extraction process from databases. The pretrained API services would help provide interfaces for ML application development. The inclusion of business use-cases further helped me understand the concept wellCons:1. As a non-IT background individual, I often felt the gap in understanding of general IT applications and services, so maybe a comprehensive background on this pre-requisite(i.e., network sharing, peering, etc.) could serve as a good knowledge point for individuals new in the IT domain.2. I felt there could be improvement on bridging the gap between google cloud services and machine learning as to why we really need this powerful joint platform.For example, it could contain background on how data systems have evolved over the years and why we need such intricate platforms of machine learning to provide real-time insights, benefits of using a google cloud platform.It could also include a brief guidance documentation as to why companies should choose to consider incorporating these services(cost, budgeting, infrastructure, training, etc. )The book is totally recommended and I'm excited to leverage these learnings in the dynamic business world to solve the most challenging and pressing problems in the world using Google Cloud. Kudos to Dr.Logan Song and team for an excellent job!",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"“ Journey to become a Google Cloud Machine Learning Engineer” By Dr.Logan Song “ is a book highly recommended for anyone who wants to take a deep dive into learning the concepts of ML in the cloud and fulfils your dream of becoming a certified ML Engineer. This book comes with deep technical knowledge and allows that zoomed-out view to see the big picture through a set of intelligently curated chapters and sections and each chapter zooms in to uncover the nitty-gritty details of the craft of machine learning. The  book comprises of ABC Triangle stands out in the computer world, and its three vertices represent today’s most advanced computer technologies – A for Artificial intelligence, B for Big data, and C for Cloud computing clearly explaining its principles and methodology.The book really scores if you are an aspiring ML Cloud  Engineer the authors has dedicated the first three chapters to lay a solid foundation of GCP Cloud Structure, GCP Services, Python  basic Programming knowledge, and preparation for ML deployment. The chapter on Neural Networks is the absolute icing on the cake - only an insider can provide such insights on how to succeed as a GCP ML engineer. Just follow along, and over a weekend, if you are a fast reader, you'll become a better ML Engineer.The chapters on Google Cloud ML best practices help you to deploy and understand model training and deployment which is very useful for today's businesses like gold dust. Any ML Engineer worth their salt should know these like the back of their hand.“Knowledge is of no value unless you put it into Practice”, The hands-on approach provided in the appendices section, provides lab exercises that help you to have a good grasp on the topics by practicing each aspect you learn and put into practice.This is a great book, and I would like to congratulate the author for writing what could be a timeless classic. I am not a fast reader, but I could read cover-to-cover in a couple of weekends. I sincerely hope this adds value to anyone who wants to learn the ropes of cloud computing and be a better Machine Learning Engineer.",5.0 out of 5 stars,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional
"I bought this book at the beginning of my master's where I studied primarily econometrics & ML. I couldn't understand a word of it then. Since working through the two year program, I find this book to be at the perfect level where it's highly challenging, but not incomprehensible. If you've got some background in statistics, time series analysis, machine learning, portfolio management and Python, this book is for you. If not, I would recommend developing a strong feel for the basics of those topics before you try to tackle this one. There's still sections that are totally out of reach for me (e.g., the quantum computing stuff). Ironically, he basically calls econometrics a total waste of time, but econometrics is what gave me the ability to understand this book at all, so I guess not that much of a waste of time! Haha. Regardless, it's a great challenge with a lot of interesting stuff. The author is contactable too. I've had questions that he's responded too. Also, it was a good feeling to see I had really learned quite a bit after two years in a master's program. So, if you're headed to grad school, grab a copy of this, see what you can make out before you start, and then pick it up after and see how far you've come!",4.0 out of 5 stars,Advances in Financial Machine Learning
"Well-written, well-researched book that provides new insight in many areas; much better than your run-of-the-mill book that gives a cursory overview of topics like ML and finance. It's obvious from reading this book that the author knows what he's talking about. The book is for people who already know something about both ML and machine trading systems; it's not an introduction. A major theme of the book is the danger of backtest overfitting.Highly recommended!An overview of topics follows, focusing on things I found the most useful.Part 1: Data Analysis (chapters 1-5)Chapter 1 includes a list of reasons that financial ML projects usually fail. It's nice to have the warning at the outset of what traps to avoid.Chapter 2 discusses ways to represent market information; there are surprises here you wouldn't think of on your own, such as ""Tick Imbalance Bars"", which show up here only because the author has significant experience in HFT (cf. one of his earlier books on market microstructure.)Chapter 3 on Labelling addresses some issues I ran into myself working on dataset preparation. How to do appropriate labelling in computational finance isn't as obvious as in some other ML domains. Chapter 4 continues with appropriate weights for data samples, which help deal with data that violates the IID assumption.I knew the basics of ARIMA processes and the idea of time series stationarity before reading this book, but Chapter 5 introduced me to fractionally differentiated time series, which appears in earlier literature in the 1980s, but which somehow I had missed. This is important in dealing with time series with long memory.Part 2, Modeling (chapters 6-9)Part 2 has a different focus than some readers might expect, talking about modeling in general, but without mentioning specific ML models, such as linear regressions, neural nets, random forests, etc. The book states in its introduction that it is intended to be model-agnostic, and covers issues affecting modeling in general.Chapter 6, for instance, is on ensembles. Chapter 7 deals with cross-validation in financial time series, which is a crucial topic for any model evaluation, and chapter 8 talks about feature importance. Chapter 9 is on hyper-parameter tuning.Part 3: Backtesting (chapters 10-16).Chapter 10 covers bet sizing.Chapter 11-16 discuss backtesting in great detail, including the dangers involved, good statistics to compute, synthetic data use, more on cross-validation, and strategy risk and asset allocation/optimization.Part 4 (chapters 17-19) is called ""Useful Financial Features"" -- it's about feature engineering, and has a bunch of features that will be new to many readers (there are ""entropy features"" and ""microstructure features"", for instance; this isn't just the basic stuff related to returns and volatility.Part 5 (chapters 20-22) seemed the least useful to me, on high-performance computing, since I personally was already aware of this stuff and there is a lot more to say on the topic than these few chapters could cover.",5.0 out of 5 stars,Advances in Financial Machine Learning
"A fantastic addition to finance literature with must read chapters on backtesting pitfalls, hierarchical risk parity, deflated Sharpe ratios, explosiveness tests, entropy(complexity) estimators, and microstructural features.  You can and should read this book even with no knowledge of machine learning.  You will find it more useful if you have worked through the first four chapters of Aurelian Geron’s Hands-On Machine Learning.  No knowledge of fully connected neural networks, convolutional networks or recurrent networks is required.Dr de Prado works in the realm of systematic quantitative investing.  I think of this as trading rather than investing, where you expect to make a large number of decisions, each with a probability of success somewhat over 50%.  The comprehensive book Expected Returns by Antti Ilmanen explains how difficult it is to find systematic opportunities that last.  I suspect this applies to all quantitative strategies, including ones informed by machine learning, although we all would love to understand exactly how the folks at Renaissance Technologies construct and update their models.I think of investing as making a small number of decisions based on extensive due diligence, where you expect a high probability of success, much greater than 50%.  A private equity professional or an old fashioned stock picker like Warren Buffett makes at most a handful of investment decisions a year.  If they see a business with legs, one that will sustain growth of 20%+ per year trading a P/E of under 20, that business is unlikely to see much multiple compression and so is likely to yield 15% annual returns over the next 5 years.  Or they might anticipate similar returns from a mature business growing at 5% per year-  with no margin erosion - and 10% free cash flow yields.  These investors usually work best in teams due to the broad scope of their due diligence and also to achieve some diversification.  I do believe Dr de Prado’s ideas can be used to help inform some of these decisions but clearly we are dealing in the world of small numbers, even at the largest private equity groups and hedge funds.  Nevertheless, any young professional entering these fields would benefit by at least understanding how to work with data scientists who can help improve their decision making.I am inclined to agree with Dr de Prado that there are a lot of charlatans in the investing/trading world and it is not easy to figure out who they are.  This, taxes and the wonders of compounding in a low signal to noise world are what makes low cost passive investing the right choice for most people trying to build a nest egg for retirement.",5.0 out of 5 stars,Advances in Financial Machine Learning
"If you're coming from a computer science and/or machine learning background, you will learn a lot about how to frame your algorithmic thinking in the domain of finance and will leave you hungry for more hardcore graph theory, parallelization, machine learning (beyond simple random forest ensembles and clustering), advanced algorithms, and gutty details of implementation, which are left for you to explore and enjoy.The purpose of this book is not to explain how to apply Deep Learning to make money, but rather to lay a solid foundation of how to invest in a scientifically rigorous fashion given the modern machine learning toolset and access to PBs of data. In many cases, rather than focussing on the specifics of any given model, Dr. Lopez de Prado focuses on generating and selecting useful features.The book, which is a hybrid of a textbook and a manual, explains using both formal mathematics and empirical evidence why many of the assumptions about Machine Learning applied to the financial world are wrong and follows through with rigorous and practical solutions. For example, one of the most common false assumptions addressed in the book is that of IID samples in financial time series data.Dr. Lopez de Prado manages to pull together ideas from a wide spectrum of academic disciplines including mathematics, econometrics, machine learning, computer science, information theory, and physics to build a strong scientific basis upon which to algorithmically invest. Despite the diversity of subject matter, the book progresses well, building on and reusing early themes and then exploring domain specific topics like market microstructure and quantum computing. Source code to implement many of the methods is provided as a practical toolkit to test out the claims presented. The thorough use of references is particularly helpful as it keeps the content fairly short and to the point.Speed reading not recommended. Using a programming analogy, the mathematical notation is more reminiscent of the explicit verbosity of C++ than that of python (which is used in the book and is meant to be concise). It's not much of a problem but be aware the information content is dense.Something that's mentioned but not explored is how to make use of “alternative datasets”. Given many of the advances in the wider realm of ML have been around data you don’t get from exchanges, it would be nice if some helpful pointers or references for dealing with alternative data were included. That said, it's not the end of the world given the wealth of resources online for analyzing text, image, and video data.Buy this book if you're an experienced programmer getting into Finance or a Financial Professional looking to strengthen your algorithmic understanding. It is densely packed with a wealth of practical methods and breaks down and offers alternatives to faulty investing science.",5.0 out of 5 stars,Advances in Financial Machine Learning
"TLDR: the book is awesome, it really is on another level, and you will be stuck in the past if you don't ingest this book.If you are not in the target audience I think you will find this book hard to digest.  Also I have read some chapters twice and worked through the code samples, so I believe I offer a perspective that other readers may be lacking.  Marcos has given a number of lectures titled  “The 7 Reasons Most Machine Learning Funds Fail”, you can find the lecture slides online.  The seven core ideas in that lecture are covered in chapters 2-8, with other chapters offering supporting details, or going further in depth.  If you have limited time to process the book, I think you would be better served by taking a deep dive on chapters 2-8, rather than skimming the whole thing.The ideas in this book work, and you would be doing yourself a disservice by not reading this book.  Some of the ideas range from the common sense (backtesting is not a research tool, feature importance is) to the heretical (""fordecades most financial research has been based on over-differentiated (memory-less) series, leading to spurious forecasts and overfitting."")  [That quote was in his 7 Reasons presentation from Quantcon 2018, not the book.]  He offers compelling arguments and solutions backed by peer reviewed publications for all his points.The book would be a highly valuable reference even without the code snippets, but he provides functional code and even tools to make it work on large datasets.  Once again this code is not for the faint of heart, his use of Pandas will leave even a seasoned financial developer to RTFM.There are some flaws which I can overlook.  Strict software engineers will be irked at the code violating PEP8.  It is hard to put code samples into a book so things like multiple statements per line can greatly compact the code and make it readable.  In chapter 20 he uses threads and processes interchangeably although they are two distinct tools.  Chapter 22 felt a little out of place but it seems compulsory for financial authors to include a ""just for fun"" final chapter.  There was a quick discussion at the end of Chapter 14 on performance attribution, which felt rushed and I feel it would be hard for the non-financial portion of the target audience to follow.  These are minor items.  I found at least three errors in the code which I hear have been corrected in the second printing.It is arguable that the ideas in this book could be extended to any asset class.  If I had to guess, I would say this was often applied to trading futures, although bonds, equities, and equity options are briefly mentioned.",5.0 out of 5 stars,Advances in Financial Machine Learning
"I have run through a quick pass of the entire text in one sitting, so I may possibly re-read more in depth and alter my review at some point in the future.My impression is that the text reads a bit like an academic survey of some existing ML methods applied to quantitative finance, a bit heavy on theoretical models and sourcing many fairly recent papers culled from various financial and machine learning literature, many referenced from the author himself. However, the author also points out that he has a lot of experience in the quantitative field and elaborates a bit on the overall systematic step by step process of development that a real team of quants might use. Don't expect an in depth description of specific implementations (like SVMs, Gradient Boosting, NNs,etc), but a more general approach to the various learner methods.The Good:I enjoyed getting his perspective on the overall flow and piece by piece breakdown on each of the steps involved in the process of developing a ML based algorithm, from data collection, partitioning, and scrubbing, all the way to the design and execution phase, including a lengthy description of some of the pitfalls and possible solutions to using various cross-validation methods, in order to gain better confidence in financial data and algorithms, that many already know suffer from characteristics like non-IID properties, data overlap, and time dependencies. On the more concrete side, he also presents many standalone python based functions to concretely implement many of the concepts that he describes.The bad:While it definitely reads like it is written from someone with a strong theoretical background, and much experience in the financial field. I also, felt that it fails in that it never really integrates all of the build up to a practical example of a systematic design implementation, that uses many of his ideas and demonstrates their validity. In other words, do not expect any top level concrete design or systematic design and back-test examples with real financial data and results at all.  It is mainly bits and pieces of the pipeline that ultimately may go into a complete systematic development of a system, but no real evidence that any of it is of use, other than to take the author's word, or just accept the theoretical modelling. To clarify further, it's ok to point out the shortcomings of classical portfolio optimization, but show a clear example of an ML based portfolio optimization; how does it perform using various validation methods compared to classical? Using real, cleaned financial data.It would definitely be useful to see at least one complete implementation of a system that utilizes the methods described within. In addition, concepts like quantum computing are great and all, but when you've been at this development long enough, the more fancy and advanced the tools sound, they don't really bring all that much to the table, if you can't even develop a successful system or algorithm at a much simpler level (which is not easy).update(s): I'll just add that, after a closer reading, hasn't really changed my opinion much. However, if it helps anyone I found an excellent simulation of HRP, using real financial data on ilya kipnis great R based blog, QuantStratTradeR. This is the kind of empirical data, that would really add value to the text.",3.0 out of 5 stars,Advances in Financial Machine Learning
"As a student pursuing both academic and professional knowledge for sound mathematical and empirical based experience in higher finance, Marcos Lopez de Prado’s career serves as an inspiration for my pursuit of truth. To gain data integrity in understanding the ever-changing differences in higher finance,  FinTech, big data, machine learning, and quantum computing  are making distinct changes in looking at a financial trading model. After all, looking at a financial trading model, one must adopt a skeptical data mindset in order to formulate investor credibility from Bloomberg pulled data. Drilling down to data credibility, Prado examines various factors that obscure a supply data model and therefore reduce the information that may be derived. Given a large and diverse supply population, backtesting becomes a crucial retrospective that may give pointers to trading forecasts, but they are only pointers; looking backwards is at best simple guide forecasting. Complex, and often hard to understand topic are covered, which are essential reads for anyone interested in financial risk analysis, financial data, software, hardware, math.  meta-strat, and overfitting are covered and defining the sharpe ratio and its common derivatives, such as common derivatives such as Deflated Sharpe Ratio after its extensive earlier use are covered. Several strategic risk and then portfolio risk are well covered in focusing on Asset Allocation, reviewing Markowitz’s Curse, Tree Clustering, Out-of-Sample Monte Carlo Simulations, Inverse Variance Allocation and others. Shannon’s Entropy and other financial applications of entropy then follow as does a review of Microstructural Feature publications including various Lamda’s such as Kyle’s and Hasbrouck’s. Simple illustrations conclude with brute force in Quantum Computing to find optimum solutions by examining all feasible solutions at the same time. Considering the maturity of Quantum Computing, the amount of advances especially to standard models somewhat lacking.  In terms of discerning the academic science from the empirical based evidence, Lopez de Prado’s work is an incredible usage of both academic and practitioner truth, in terms of accurately using mathematical tools to describe actual observations. In a constant skeptical approach from pseudo science to mathematical precision, Lope de Prado adopts a framework of explanations to describe actual relevant changes in quantitative finance.",5.0 out of 5 stars,Advances in Financial Machine Learning
"Good book, very in depth. Not the best for introductory material, requires some background knowledge and not all variables and definitions are spelled out for background material.",4.0 out of 5 stars,Advances in Financial Machine Learning
"There are many famous books that teach you Machine Learning,  Econometrics, Quant Finance. While all these books are good, they often concentrate on the single subject instead of a combination of those. Many of us might be good at Quant Finance or only Machine Learning, but we often find it troubling to connect the bridge between the two worlds. Lopez de Prado's book is a synergy of both Quant Finance and ML in this way.  The book teaches the right way to apply machine learning in finance and covers a lot of applications related to asset allocation, high-frequency finance, Quant Trading etc.The book is divided into 5 parts with each part building up to a more advanced material.  Part one discusses different kinds of financial data and how to use them for analysis and training purposes. Part two discusses modeling covering important algorithms, their merits, and demerits when applied to financial data. Part three concentrates on the dangers of Backtesting in today's practice, and the right way to conduct backtesting, and interpret the backtest statistics as its really important that ML models don't suffer from data mining.  My favorite one in this part was the Machine Learning Asset Allocation chapter which solves the minimum variance problem compared to Markowitz's or Risk Parity methods. Part four discusses various advanced applications related to Quant Trading, Portfolio construction, Market Microstructure. Part five is not for the faint-hearted as it teaches various advanced computer science techniques to speed up the performance ML algorithms in practice.Overall, the book lets you change the way that one traditionally thinks about financial data and ML applications on it.  I'd recommend this book to any aspiring quant working/wants to work in ML quant research. To the people who already purchased, The best way to use the book is to try out the algorithms yourself (All the Python code is on Lopez de Prado's website) and study its applications and results.",5.0 out of 5 stars,Advances in Financial Machine Learning
"Frankly, I'm amazed that this book even has 1-start reviews. Yes, it's very complicated. I'm a specialist in Machine Learning, Finance and Python and a professional programmer by trade before, though not a good mathematician. By now I read through it 16 times, no exaggeration, and I still keep finding new important nuances that I missed before.But come on, I've read through almost everything I can find on the topic. This book is by far the best and one of the only that actually discloses useful things regarding how to adapt our ML models to finance and how to avoid ruining mistakes.I and my team spend years building our own ML models and pipelines to predict financial markets. By now I like to believe that we understand at least something about how markets work. We've challenged every idea Marcos wrote in his book, and there is plenty. So far, we've managed to improve on 2 or 3 of them. Every other time it turned out that Marcos was looking far ahead into the future and considered things we didn't even know would be a problem.So, whatever the complexity of the book and the style it's written in. I'm giving it 5 stars and a huge thanks to Marcos for writing it. I already preordered the next one and eagerly waiting to give it a read, hoping that he managed to come up with more of the same amazing stuff he disclosed in Advances. That would be outstanding.",5.0 out of 5 stars,Advances in Financial Machine Learning
